GameDate,HomeTeamName,HomeTeamScore,AwayTeamName,AwayTeamScore
2/11/2012,Florida International,63,Denver,77
2/11/2012,Florida State,64,Miami (FL),59
2/11/2012,Fordham,70,Dayton,72
2/11/2012,Furman,80,Western Carolina,66
2/11/2012,Gardner-Webb,77,VMI,61
2/11/2012,Georgia State,77,Delaware,80
2/11/2012,Gonzaga,78,Loyola Marymount,59
2/11/2012,Hawaii,62,Fresno State,58
2/11/2012,Holy Cross,59,American,52
2/11/2012,Houston Baptist,93,Ecclesia,72
2/11/2012,Howard,71,Florida A&M,69
2/11/2012,Idaho,73,Louisiana Tech,64
2/11/2012,Indiana State,78,Southern Illinois,68
2/11/2012,Iowa State,69,Texas A&M,46
2/11/2012,Kansas,81,Oklahoma State,66
2/11/2012,Kent State,76,Ball State,55
2/11/2012,La Salle,51,Saint Louis,59
2/11/2012,Lehigh,89,Colgate,69
2/11/2012,Longwood,99,Seattle,100
2/11/2012,Louisiana,68,Arkansas State,65
2/11/2012,Louisiana-Monroe,86,South Alabama,88
2/11/2012,LSU,67,Alabama,58
2/11/2012,Loyola (IL),78,UIC,69
2/11/2012,Maine,68,Albany (NY),76
2/11/2012,Marquette,95,Cincinnati,78
2/11/2012,Marshall,78,East Carolina,68
2/11/2012,Memphis,79,Alabama-Birmingham,45
2/11/2012,Miami (OH),69,Central Michigan,50
2/11/2012,Middle Tennessee,68,Little Rock,60
2/11/2012,Ole Miss,61,Auburn,54
2/11/2012,Mississippi State,68,Georgia,70
2/11/2012,Missouri,72,Baylor,57
2/11/2012,UMKC,62,South Dakota State,75
2/11/2012,Monmouth,82,Fairleigh Dickinson,68
2/11/2012,Morgan State,56,Maryland-Eastern Shore,68
2/11/2012,Murray State,82,Austin Peay,63
2/11/2012,UNLV,65,San Diego State,63
2/11/2012,New Mexico,48,Wyoming,38
2/11/2012,Niagara,84,Rider,82
2/11/2012,Nicholls State,72,Lamar,63
2/11/2012,NJIT,72,North Dakota,57
2/11/2012,Norfolk State,70,Hampton,62
2/11/2012,UNC,70,Virginia,52
2/11/2012,UNC Asheville,88,Radford,62
2/11/2012,North Carolina A&T,85,South Carolina State,55
2/11/2012,North Carolina Central,57,Savannah State,67
2/11/2012,UNC Wilmington,69,George Mason,75
2/11/2012,Northern Arizona,73,Idaho State,79
2/11/2012,Northern Colorado,77,Montana State,64
2/11/2012,Northern Iowa,78,Illinois State,63
2/11/2012,Notre Dame,84,DePaul,76
2/11/2012,Oakland,93,Fort Wayne,82
2/11/2012,Ohio State,48,Michigan State,58
2/11/2012,Old Dominion,64,VCU,68
2/11/2012,Oral Roberts,61,Western Illinois,51
2/11/2012,Oregon,78,Washington State,69
2/11/2012,Pacific,62,Cal State Northridge,61
2/11/2012,Penn State,67,Nebraska,51
2/11/2012,Penn,58,Dartmouth,55
2/11/2012,Prairie View,48,Jackson State,62
2/11/2012,Presbyterian,64,Liberty,77
2/11/2012,Princeton,70,Harvard,62
2/11/2012,Providence,48,South Florida,55
2/11/2012,Rice,43,SMU,39
2/11/2012,Richmond,67,George Washington,69
2/11/2012,Robert Morris,70,Saint Francis (PA),56
2/11/2012,Sacramento State,58,Montana,67
2/11/2012,St. Joseph's,73,UMass,62
2/11/2012,Saint Mary's,82,Santa Clara,67
2/11/2012,St. Peter's,63,Manhattan,85
2/11/2012,Samford,87,Elon,78
2/11/2012,San Diego,70,San Francisco,81
2/11/2012,San Jose State,70,Nevada,76
2/11/2012,USC Upstate,70,Jacksonville,66
2/11/2012,South Dakota,71,North Dakota State,82
2/11/2012,Southeastern Louisiana,66,Northwestern State,61
2/11/2012,Southern,58,Arkansas-Pine Bluff,64
2/11/2012,SIU-Edwardsville,72,Southeast Missouri State,85
2/11/2012,Southern Miss,78,UCF,74
2/11/2012,Southern Utah,53,IUPUI,66
2/11/2012,St. Bonaventure,69,Duquesne,48
2/11/2012,Stetson,91,Lipscomb,99
2/11/2012,Syracuse,85,UConn,67
2/11/2012,Temple,85,Xavier,72
2/11/2012,UT-Martin,71,Eastern Illinois,74
2/11/2012,Tennessee State,68,Tennessee Tech,53
2/11/2012,Texas,75,Kansas State,64
2/11/2012,Texas A&M-Corpus Christi,53,Sam Houston State,61
2/11/2012,Texas-Arlington,73,Texas State,53
2/11/2012,TCU,75,Colorado State,71
2/11/2012,UTEP,54,Tulane,52
2/11/2012,UTSA,51,Stephen F. Austin,59
2/11/2012,Texas Southern,72,Grambling,54
2/11/2012,Texas Tech,65,Oklahoma,47
2/11/2012,Towson,56,James Madison,58
2/11/2012,Troy,83,Western Kentucky,77
2/11/2012,Tulsa,72,Houston,48
2/11/2012,UCLA,63,California,73
2/11/2012,Utah State,69,New Mexico State,80
2/11/2012,Vanderbilt,63,Kentucky,69
2/11/2012,Wagner,74,Mount St. Mary's,57
2/11/2012,Wake Forest,58,Clemson,78
2/11/2012,Weber State,84,Eastern Washington,75
2/11/2012,West Virginia,74,Louisville,77
2/11/2012,William & Mary,79,Northeastern,54
2/11/2012,Winthrop,67,Coastal Carolina,57
2/11/2012,Youngstown State,71,Valparaiso,53
2/12/2012,Central Connecticut,59,Quinnipiac,67
2/12/2012,Detroit,77,Green Bay,74
2/12/2012,Drake,78,Evansville,54
2/12/2012,Georgetown,71,St. John's (NY),61
2/12/2012,Hartford,62,Binghamton,60
2/12/2012,Iona,83,Marist,74
2/12/2012,LIU-Brooklyn,81,St. Francis (NY),78
2/12/2012,Loyola (MD),51,Fairfield,68
2/12/2012,UMBC,60,New Hampshire,66
2/12/2012,Michigan,70,Illinois,61
2/12/2012,Missouri State,64,Bradley,53
2/12/2012,Omaha,65,Cal State Bakersfield,75
2/12/2012,Oregon State,72,Washington,75
2/12/2012,Purdue,87,Northwestern,77
2/12/2012,Seton Hall,73,Pitt,66
2/12/2012,USC,47,Stanford,59
2/12/2012,Vermont,68,Stony Brook,49
2/12/2012,Virginia Tech,66,Boston College,65
2/12/2012,Wright State,70,Milwaukee,46
2/13/2012,Alcorn State,66,Arkansas-Pine Bluff,58
2/13/2012,Baylor,79,Iowa State,64
2/13/2012,Coppin State,81,Maryland-Eastern Shore,78
2/13/2012,ETSU,55,Jacksonville,61
2/13/2012,Florida Gulf Coast,89,Lipscomb,68
2/13/2012,Howard,67,Bethune-Cookman,73
2/13/2012,Kansas State,53,Kansas,59
2/13/2012,Louisville,51,Syracuse,52
2/13/2012,Morgan State,73,Delaware State,74
2/13/2012,North Carolina A&T,59,Savannah State,66
2/13/2012,North Carolina Central,71,South Carolina State,56
2/13/2012,Northwestern State,61,McNeese State,70
2/13/2012,Prairie View,71,Grambling,52
2/13/2012,USC Upstate,77,North Florida,52
2/13/2012,Southern,53,Mississippi Valley State,58
2/13/2012,Stetson,93,Belmont,106
2/13/2012,Texas Southern,64,Jackson State,57
2/13/2012,Utah Valley,70,Montana Tech,60
2/14/2012,Alabama,52,Florida,61
2/14/2012,Butler,63,Loyola (IL),57
2/14/2012,UC-Davis,73,Pacific,64
2/14/2012,Central Michigan,55,Eastern Michigan,52
2/14/2012,Charleston Southern,73,Gardner-Webb,58
2/14/2012,Clemson,60,Virginia,48
2/14/2012,Coastal Carolina,74,UNC Asheville,69
2/14/2012,Drexel,63,William & Mary,61
2/14/2012,George Mason,62,VCU,61
2/14/2012,Green Bay,71,Youngstown State,65
2/14/2012,Hawaii,82,New Orleans,58
2/14/2012,High Point,71,Radford,62
2/14/2012,Hofstra,57,Delaware,71
2/14/2012,Indiana State,83,Illinois State,77
2/14/2012,James Madison,64,Georgia State,67
2/14/2012,Kennesaw State,75,UT-Martin,76
2/14/2012,Kent State,76,Buffalo,71
2/14/2012,Liberty,78,VMI,69
2/14/2012,LSU,69,Mississippi State,67
2/14/2012,Milwaukee,86,Cleveland State,84
2/14/2012,Minnesota,68,Ohio State,78
2/14/2012,Nevada,61,Cal State Bakersfield,47
2/14/2012,New Mexico State,100,Northern New Mexico,68
2/14/2012,Northeastern,70,Towson,51
2/14/2012,Oklahoma,58,Texas,69
2/14/2012,Old Dominion,81,UNC Wilmington,64
2/14/2012,Seattle,90,Northwest University,58
2/14/2012,Seton Hall,94,St. John's (NY),64
2/14/2012,Siena,70,Manhattan,64
2/14/2012,Southern Illinois,69,Creighton,88
2/14/2012,Tennessee State,69,Jacksonville State,64
2/14/2012,TCU,102,UNLV,97
2/14/2012,Texas Tech,38,Texas A&M,47
2/14/2012,Utah State,70,Montana Tech,58
2/14/2012,Valparaiso,74,UIC,65
2/14/2012,Winthrop,45,Presbyterian,48
2/15/2012,Akron,74,Miami (OH),59
2/15/2012,Albany (NY),47,Vermont,50
2/15/2012,American,69,Navy,47
2/15/2012,Appalachian State,79,Chattanooga,70
2/15/2012,Austin Peay,48,Morehead State,52
2/15/2012,Ball State,55,Toledo,63
2/15/2012,Binghamton,56,UMBC,70
2/15/2012,Boise State,70,Colorado State,69
2/15/2012,Boston University,54,New Hampshire,56
2/15/2012,Bradley,55,Drake,62
2/15/2012,Cal State Northridge,94,Cal Poly,81
2/15/2012,UC-Irvine,62,UCSB,85
2/15/2012,UC-Riverside,64,Cal State Fullerton,77
2/15/2012,Cincinnati,81,Providence,66
2/15/2012,Colgate,59,Army,79
2/15/2012,UConn,80,DePaul,54
2/15/2012,Davidson,81,Samford,54
2/15/2012,Dayton,75,Charlotte,65
2/15/2012,Duquesne,77,Fordham,67
2/15/2012,Eastern Illinois,73,SIU-Edwardsville,66
2/15/2012,Eastern Washington,79,Northern Colorado,76
2/15/2012,Evansville,63,Northern Iowa,62
2/15/2012,Fairfield,61,St. Peter's,38
2/15/2012,Hampton,82,Maryland-Eastern Shore,62
2/15/2012,Hartford,64,Maine,50
2/15/2012,Illinois,62,Purdue,67
2/15/2012,Indiana,71,Northwestern,66
2/15/2012,Fort Wayne,71,Oral Roberts,75
2/15/2012,IUPUI,88,South Dakota,70
2/15/2012,Lafayette,63,Holy Cross,70
2/15/2012,Lamar,70,Southeastern Louisiana,54
2/15/2012,Longwood,90,Washington Adventist,88
2/15/2012,Marist,72,Loyola (MD),54
2/15/2012,McNeese State,58,UTSA,54
2/15/2012,Miami (FL),64,UNC,73
2/15/2012,Missouri,83,Oklahoma State,65
2/15/2012,Montana State,70,Weber State,79
2/15/2012,Niagara,60,Canisius,57
2/15/2012,Norfolk State,63,Delaware State,73
2/15/2012,UNC Greensboro,78,College of Charleston,63
2/15/2012,Northern Illinois,53,Western Michigan,78
2/15/2012,Notre Dame,71,Rutgers,53
2/15/2012,Oakland,76,Southern Utah,68
2/15/2012,Ohio,72,Bowling Green State,59
2/15/2012,Portland State,85,Sacramento State,67
2/15/2012,Rhode Island,69,St. Joseph's,80
2/15/2012,Rider,62,Iona,75
2/15/2012,Saint Louis,64,Richmond,50
2/15/2012,Saint Mary's,60,Loyola Marymount,75
2/15/2012,Sam Houston State,76,Central Arkansas,59
2/15/2012,San Diego State,67,New Mexico,77
2/15/2012,South Carolina,57,Georgia,56
2/15/2012,South Dakota State,80,North Dakota State,57
2/15/2012,South Florida,65,Villanova,51
2/15/2012,Southeast Missouri State,66,Murray State,75
2/15/2012,SMU,28,Alabama-Birmingham,47
2/15/2012,Southern Miss,77,Tulsa,69
2/15/2012,St. Bonaventure,70,Temple,76
2/15/2012,Stephen F. Austin,47,Texas-Arlington,51
2/15/2012,Tennessee,77,Arkansas,58
2/15/2012,Tennessee Tech,74,Eastern Kentucky,67
2/15/2012,Texas State,79,Texas A&M-Corpus Christi,61
2/15/2012,Tulane,64,Memphis,82
2/15/2012,UCLA,64,USC,54
2/15/2012,Wake Forest,59,Georgia Tech,50
2/15/2012,Western Illinois,47,UMKC,42
2/15/2012,Wichita State,73,Missouri State,58
2/15/2012,Wofford,72,Elon,59
2/15/2012,Wright State,55,Detroit,71
2/15/2012,Wyoming,53,Air Force,58
2/16/2012,Little Rock,78,Florida International,64
2/16/2012,Arkansas State,83,Troy,59
2/16/2012,Bucknell,53,Lehigh,56
2/16/2012,California,86,Oregon,83
2/16/2012,Denver,77,Louisiana,52
2/16/2012,Duke,78,NC State,73
2/16/2012,Florida State,48,Virginia Tech,47
2/16/2012,Houston Baptist,56,Chicago State,65
2/16/2012,LIU-Brooklyn,103,Sacred Heart,91
2/16/2012,Louisiana Tech,58,North Dakota,53
2/16/2012,Maryland,81,Boston College,65
2/16/2012,Michigan State,69,Wisconsin,55
2/16/2012,Ole Miss,76,Vanderbilt,102
2/16/2012,Mount St. Mary's,77,Fairleigh Dickinson,63
2/16/2012,North Texas,86,Louisiana-Monroe,51
2/16/2012,Penn State,69,Iowa,64
2/16/2012,Pitt,48,West Virginia,66
2/16/2012,Quinnipiac,56,St. Francis (NY),64
2/16/2012,Robert Morris,69,Bryant,40
2/16/2012,Saint Francis (PA),60,Central Connecticut,65
2/16/2012,San Diego,78,Portland,75
2/16/2012,San Francisco,84,BYU,85
2/16/2012,Santa Clara,62,Gonzaga,73
2/16/2012,Seattle,81,Pepperdine,70
2/16/2012,Stanford,87,Oregon State,82
2/16/2012,Texas-Rio Grande Valley,75,NJIT,67
2/16/2012,Wagner,74,Monmouth,67
2/16/2012,Washington,77,Arizona State,69
2/16/2012,Washington State,72,Arizona,76
2/16/2012,Western Carolina,70,Citadel,53
2/16/2012,Western Kentucky,64,Florida Atlantic,57
2/17/2012,Dartmouth,61,Yale,70
2/17/2012,Florida Gulf Coast,80,Stetson,86
2/17/2012,Harvard,69,Brown,42
2/17/2012,Loyola Marymount,61,Valparaiso,53
2/17/2012,Penn,73,Cornell,66
2/17/2012,Princeton,77,Columbia,66
2/17/2012,VCU,77,Northern Iowa,68
2/18/2012,Air Force,58,San Diego State,56
2/18/2012,Alabama,62,Tennessee,50
2/18/2012,Alabama A&M,65,Southern,72
2/18/2012,Alabama-Birmingham,81,Tulane,73
2/18/2012,Alabama State,78,Alcorn State,63
2/18/2012,Albany (NY),70,Rider,61
2/18/2012,Appalachian State,76,Winthrop,64
2/18/2012,Arkansas,68,Florida,98
2/18/2012,Arkansas-Pine Bluff,65,Texas Southern,84
2/18/2012,Arkansas State,77,Florida International,67
2/18/2012,Army,50,American,74
2/18/2012,Auburn,65,Mississippi State,55
2/18/2012,Austin Peay,71,Youngstown State,68
2/18/2012,Ball State,71,Southern Illinois,62
2/18/2012,Baylor,56,Kansas State,57
2/18/2012,Belmont,80,ETSU,58
2/18/2012,Boise State,65,TCU,64
2/18/2012,Bowling Green State,73,Morehead State,60
2/18/2012,Bradley,44,Loyola (IL),56
2/18/2012,Butler,75,Indiana State,54
2/18/2012,Cal State Bakersfield,72,San Diego,63
2/18/2012,Cal State Fullerton,80,Montana State,66
2/18/2012,Cal State Northridge,49,Fresno State,62
2/18/2012,California,77,Oregon State,63
2/18/2012,UC-Irvine,78,Eastern Washington,73
2/18/2012,UC-Riverside,57,Southern Utah,52
2/18/2012,Canisius,73,UMBC,66
2/18/2012,UCF,64,East Carolina,55
2/18/2012,Central Michigan,47,Texas A&M-Corpus Christi,49
2/18/2012,Charleston Southern,77,Wofford,59
2/18/2012,Chattanooga,46,Citadel,48
2/18/2012,Cincinnati,62,Seton Hall,57
2/18/2012,Cleveland State,49,Drexel,69
2/18/2012,Coastal Carolina,71,Tennessee Tech,77
2/18/2012,Colorado State,54,Wyoming,46
2/18/2012,UConn,64,Marquette,79
2/18/2012,Coppin State,66,Howard,70
2/18/2012,Creighton,81,Long Beach State,79
2/18/2012,Dartmouth,58,Brown,53
2/18/2012,Davidson,74,Wichita State,91
2/18/2012,Delaware,68,Hampton,64
2/18/2012,Denver,76,Louisiana-Monroe,57
2/18/2012,DePaul,82,Louisville,90
2/18/2012,Detroit,82,James Madison,70
2/18/2012,Eastern Illinois,63,UIC,67
2/18/2012,Eastern Kentucky,78,Fort Wayne,69
2/18/2012,Elon,76,Western Carolina,78
2/18/2012,Evansville,68,Western Illinois,45
2/18/2012,Gardner-Webb,57,Delaware State,56
2/18/2012,George Mason,75,Lamar,71
2/18/2012,George Washington,66,St. Joseph's,73
2/18/2012,Georgia Southern,83,UNC Greensboro,69
2/18/2012,Georgia State,82,UTSA,71
2/18/2012,Grambling,60,Jackson State,63
2/18/2012,Green Bay,54,Eastern Michigan,49
2/18/2012,Harvard,66,Yale,51
2/18/2012,Hofstra,81,Siena,69
2/18/2012,Holy Cross,54,Bucknell,52
2/18/2012,Houston,73,Southern Miss,71
2/18/2012,Houston Baptist,75,NJIT,68
2/18/2012,Idaho,77,Portland State,68
2/18/2012,Illinois State,79,Oakland,75
2/18/2012,Iona,90,Nevada,84
2/18/2012,Iowa State,80,Oklahoma,69
2/18/2012,Jacksonville,81,Mercer,75
2/18/2012,Jacksonville State,67,Presbyterian,48
2/18/2012,Kansas,83,Texas Tech,50
2/18/2012,Kent State,73,College of Charleston,80
2/18/2012,Kentucky,77,Ole Miss,62
2/18/2012,Lehigh,72,Lafayette,53
2/18/2012,Lipscomb,61,USC Upstate,62
2/18/2012,LIU-Brooklyn,99,Quinnipiac,89
2/18/2012,Longwood,59,North Dakota,67
2/18/2012,Louisiana Tech,84,Central Arkansas,62
2/18/2012,Maine,71,Marist,77
2/18/2012,Manhattan,79,UNC Wilmington,64
2/18/2012,UMass,71,La Salle,72
2/18/2012,McNeese State,74,Southeast Missouri State,61
2/18/2012,Memphis,58,UTEP,60
2/18/2012,Miami (FL),74,Wake Forest,56
2/18/2012,Michigan,56,Ohio State,51
2/18/2012,Middle Tennessee,72,Florida Atlantic,59
2/18/2012,Milwaukee,67,Fairfield,63
2/18/2012,Mississippi Valley State,60,Prairie View,58
2/18/2012,UMKC,62,Wright State,76
2/18/2012,Missouri State,67,Old Dominion,73
2/18/2012,Montana,94,Hawaii,79
2/18/2012,Morgan State,81,Liberty,69
2/18/2012,Mount St. Mary's,66,Monmouth,68
2/18/2012,Murray State,65,Saint Mary's,51
2/18/2012,Navy,57,Colgate,59
2/18/2012,Nebraska,80,Illinois,57
2/18/2012,New Hampshire,72,Towson,58
2/18/2012,New Mexico,65,UNLV,45
2/18/2012,New Mexico State,71,Drake,55
2/18/2012,Nicholls State,80,IUPUI,84
2/18/2012,UNC,74,Clemson,52
2/18/2012,North Carolina A&T,66,North Carolina Central,71
2/18/2012,NC State,62,Florida State,76
2/18/2012,North Dakota State,86,Western Michigan,73
2/18/2012,North Florida,81,Kennesaw State,77
2/18/2012,North Texas,53,Louisiana,57
2/18/2012,Northeastern,69,Stony Brook,76
2/18/2012,Northern Arizona,65,UC-Davis,70
2/18/2012,Northern Colorado,81,Cal Poly,73
2/18/2012,Northwestern,64,Minnesota,53
2/18/2012,Northwestern State,100,Campbell,86
2/18/2012,Ohio,81,UNC Asheville,62
2/18/2012,Oklahoma State,90,Texas,78
2/18/2012,Oral Roberts,67,Akron,61
2/18/2012,Pacific,66,Idaho State,64
2/18/2012,Penn,61,Columbia,59
2/18/2012,Pepperdine,70,Portland,65
2/18/2012,Princeton,75,Cornell,57
2/18/2012,Providence,53,Georgetown,63
2/18/2012,Radford,64,Binghamton,59
2/18/2012,Richmond,53,Charlotte,52
2/18/2012,Robert Morris,68,Central Connecticut,60
2/18/2012,Sacramento State,67,San Jose State,79
2/18/2012,Saint Francis (PA),76,Bryant,61
2/18/2012,Saint Louis,66,Fordham,46
2/18/2012,St. Peter's,51,Hartford,67
2/18/2012,Sam Houston State,58,Toledo,59
2/18/2012,Samford,55,Furman,49
2/18/2012,San Francisco,66,Gonzaga,65
2/18/2012,Santa Clara,67,BYU,82
2/18/2012,Savannah State,76,Florida A&M,57
2/18/2012,South Alabama,66,Western Kentucky,61
2/18/2012,South Carolina,58,LSU,68
2/18/2012,South Carolina State,59,Bethune-Cookman,70
2/18/2012,South Dakota,92,Texas State,93
2/18/2012,South Dakota State,86,Buffalo,65
2/18/2012,Southeastern Louisiana,64,UT-Martin,48
2/18/2012,SIU-Edwardsville,64,Northern Illinois,62
2/18/2012,SMU,68,Marshall,73
2/18/2012,St. Bonaventure,81,Rhode Island,61
2/18/2012,St. Francis (NY),58,Sacred Heart,56
2/18/2012,St. John's (NY),66,UCLA,63
2/18/2012,Stephen F. Austin,69,High Point,62
2/18/2012,Temple,78,Duquesne,59
2/18/2012,Texas A&M,62,Missouri,71
2/18/2012,Texas-Rio Grande Valley,74,Chicago State,70
2/18/2012,Troy,62,Little Rock,74
2/18/2012,Tulsa,69,Rice,50
2/18/2012,Utah,48,Colorado,55
2/18/2012,Utah State,64,UCSB,72
2/18/2012,Vermont,92,Niagara,70
2/18/2012,Villanova,70,Notre Dame,74
2/18/2012,Virginia,71,Maryland,44
2/18/2012,VMI,73,William & Mary,65
2/18/2012,Virginia Tech,74,Georgia Tech,73
2/18/2012,Wagner,90,Fairleigh Dickinson,70
2/18/2012,Washington,79,Arizona,70
2/18/2012,Washington State,72,Arizona State,50
2/18/2012,Weber State,72,Texas-Arlington,70
2/18/2012,Xavier,86,Dayton,83
2/19/2012,Boston College,50,Duke,75
2/19/2012,Georgia,52,Vanderbilt,61
2/19/2012,Iowa,78,Indiana,66
2/19/2012,Loyola (MD),69,Boston University,56
2/19/2012,Miami (OH),61,Tennessee State,68
2/19/2012,Pitt,47,South Florida,56
2/19/2012,Purdue,62,Michigan State,76
2/19/2012,Rutgers,64,Syracuse,74
2/19/2012,Stanford,64,Oregon,68
2/19/2012,Wisconsin,65,Penn State,55
2/20/2012,Alabama A&M,81,Alcorn State,71
2/20/2012,Alabama State,53,Southern,55
2/20/2012,Arkansas-Pine Bluff,61,Prairie View,58
2/20/2012,Belmont,88,USC Upstate,79
2/20/2012,Hampton,68,Delaware State,74
2/20/2012,Howard,53,Maryland-Eastern Shore,51
2/20/2012,Jacksonville,73,Kennesaw State,71
2/20/2012,Lipscomb,57,ETSU,66
2/20/2012,Marist,49,Fairfield,60
2/20/2012,Mississippi Valley State,56,Texas Southern,53
2/20/2012,Norfolk State,66,Longwood,52
2/20/2012,North Florida,75,Mercer,66
2/20/2012,Savannah State,67,Bethune-Cookman,44
2/20/2012,Seattle,73,UC-Davis,59
2/20/2012,South Carolina State,82,Florida A&M,83
2/20/2012,St. John's (NY),79,DePaul,72
2/20/2012,Texas,72,Baylor,77
2/20/2012,Villanova,70,UConn,73
2/21/2012,Binghamton,57,Vermont,53
2/21/2012,Butler,69,UIC,44
2/21/2012,Colorado State,71,New Mexico,63
2/21/2012,Creighton,93,Evansville,92
2/21/2012,Florida,63,Auburn,47
2/21/2012,Georgia Tech,37,Clemson,56
2/21/2012,Green Bay,71,Cleveland State,67
2/21/2012,Hartford,50,Stony Brook,74
2/21/2012,Maryland,75,Miami (FL),70
2/21/2012,UMass,80,Xavier,73
2/21/2012,Miami (OH),62,Kent State,60
2/21/2012,Mississippi State,64,Kentucky,73
2/21/2012,Missouri,68,Kansas State,78
2/21/2012,UNC Greensboro,56,Wofford,68
2/21/2012,NC State,74,UNC,86
2/21/2012,Northwestern,55,Michigan,67
2/21/2012,Ohio State,83,Illinois,67
2/21/2012,Seton Hall,73,Georgetown,55
2/21/2012,Valparaiso,66,Loyola (IL),62
2/21/2012,Virginia Tech,59,Virginia,61
2/22/2012,Air Force,62,TCU,65
2/22/2012,Akron,79,Bowling Green State,68
2/22/2012,Buffalo,77,Ohio,88
2/22/2012,Cal State Northridge,61,UC-Riverside,63
2/22/2012,Charlotte,72,George Washington,62
2/22/2012,Citadel,62,Appalachian State,51
2/22/2012,Coppin State,80,Morgan State,91
2/22/2012,Drake,78,Southern Illinois,63
2/22/2012,Drexel,78,James Madison,61
2/22/2012,Duquesne,62,Dayton,74
2/22/2012,Eastern Michigan,48,Northern Illinois,45
2/22/2012,Fordham,63,St. Bonaventure,89
2/22/2012,Georgia State,60,Old Dominion,65
2/22/2012,High Point,98,Campbell,60
2/22/2012,Holy Cross,82,Army,51
2/22/2012,Illinois State,55,Wichita State,68
2/22/2012,Indiana,75,North Carolina Central,56
2/22/2012,Iowa State,72,Texas Tech,54
2/22/2012,La Salle,79,Temple,80
2/22/2012,Lafayette,84,Colgate,67
2/22/2012,Lamar,52,Stephen F. Austin,62
2/22/2012,Long Beach State,70,UCSB,58
2/22/2012,Longwood,85,Virginia Wise,74
2/22/2012,LSU,61,Georgia,53
2/22/2012,Maine,71,New Hampshire,58
2/22/2012,Marquette,82,Rutgers,65
2/22/2012,Marshall,66,Houston,58
2/22/2012,UMBC,52,Boston University,73
2/22/2012,McNeese State,89,Texas-Arlington,93
2/22/2012,Memphis,70,East Carolina,47
2/22/2012,Minnesota,61,Michigan State,66
2/22/2012,Missouri State,46,Indiana State,59
2/22/2012,Navy,41,Lehigh,58
2/22/2012,UNLV,75,Boise State,58
2/22/2012,Nicholls State,80,Central Arkansas,70
2/22/2012,NJIT,70,Cal State Bakersfield,72
2/22/2012,UNC Wilmington,59,VCU,63
2/22/2012,Northeastern,85,George Mason,82
2/22/2012,Northern Iowa,64,Bradley,55
2/22/2012,Northwestern State,37,Sam Houston State,50
2/22/2012,Notre Dame,71,West Virginia,44
2/22/2012,Oklahoma,77,Oklahoma State,64
2/22/2012,Purdue,83,Nebraska,65
2/22/2012,Rice,83,UCF,74
2/22/2012,St. Joseph's,49,Richmond,52
