"","TeamName","OpponentName","Line","Date"
"1593","Pacific","UC Riverside",-13,2018-11-22
"1594","UC Riverside","Pacific",13,2018-11-22
"1595","Virginia","Dayton",-13,2018-11-22
"1596","Dayton","Virginia",13,2018-11-22
"1597","Memphis","Oklahoma State",2.5,2018-11-22
"1598","Oklahoma State","Memphis",-2.5,2018-11-22
"1599","Nevada","Tulsa",-15,2018-11-22
"1600","Tulsa","Nevada",15,2018-11-22
"1601","Fresno State","Northwestern",6,2018-11-22
"1602","Northwestern","Fresno State",-6,2018-11-22
"1603","Elon","Abilene Christian",3,2018-11-22
"1604","Abilene Christian","Elon",-3,2018-11-22
"1605","Stanford","Florida",6.5,2018-11-22
"1606","Florida","Stanford",-6.5,2018-11-22
"1607","LSU","Charleston",-6.5,2018-11-22
"1608","Charleston","LSU",6.5,2018-11-22
"1609","North Carolina","Texas",-7,2018-11-22
"1610","Texas","North Carolina",7,2018-11-22
"1611","Grand Canyon","Seton Hall",4.5,2018-11-22
"1612","Seton Hall","Grand Canyon",-4.5,2018-11-22
"1613","Middle Tennessee","Butler",11.5,2018-11-22
"1614","Butler","Middle Tennessee",-11.5,2018-11-22
"1615","Florida State","UAB",-16,2018-11-22
"1616","UAB","Florida State",16,2018-11-22
"1617","UCLA","Michigan State",6,2018-11-22
"1618","Michigan State","UCLA",-6,2018-11-22
"1619","Utah","Hawaii",-9.5,2018-11-22
"1620","Hawaii","Utah",9.5,2018-11-22
"1621","Wisconsin","Oklahoma",-4.5,2018-11-22
"1622","Oklahoma","Wisconsin",4.5,2018-11-22
"1623","Canisius","Villanova",13.5,2018-11-22
"1624","Villanova","Canisius",-13.5,2018-11-22
"1625","Massachusetts","Southern Illinois",3.5,2018-11-22
"1626","Southern Illinois","Massachusetts",-3.5,2018-11-22
"1627","Miami (FL)","La Salle",-14.5,2018-11-22
"1628","La Salle","Miami (FL)",14.5,2018-11-22
"1629","Pacific","UC Riverside",-13,2018-11-22
"1630","UC Riverside","Pacific",13,2018-11-22
"1631","Virginia","Dayton",-13,2018-11-22
"1632","Dayton","Virginia",13,2018-11-22
"1633","Memphis","Oklahoma State",2.5,2018-11-22
"1634","Oklahoma State","Memphis",-2.5,2018-11-22
"1635","Nevada","Tulsa",-15,2018-11-22
"1636","Tulsa","Nevada",15,2018-11-22
"1637","Fresno State","Northwestern",6,2018-11-22
"1638","Northwestern","Fresno State",-6,2018-11-22
"1639","Elon","Abilene Christian",3,2018-11-22
"1640","Abilene Christian","Elon",-3,2018-11-22
"1641","Stanford","Florida",6.5,2018-11-22
"1642","Florida","Stanford",-6.5,2018-11-22
"1643","LSU","Charleston",-6.5,2018-11-22
"1644","Charleston","LSU",6.5,2018-11-22
"1645","North Carolina","Texas",-7,2018-11-22
"1646","Texas","North Carolina",7,2018-11-22
"1647","Grand Canyon","Seton Hall",4.5,2018-11-22
"1648","Seton Hall","Grand Canyon",-4.5,2018-11-22
"1649","Middle Tennessee","Butler",11.5,2018-11-22
"1650","Butler","Middle Tennessee",-11.5,2018-11-22
"1651","Florida State","UAB",-16,2018-11-22
"1652","UAB","Florida State",16,2018-11-22
"1653","UCLA","Michigan State",6,2018-11-22
"1654","Michigan State","UCLA",-6,2018-11-22
"1655","Utah","Hawaii",-9.5,2018-11-22
"1656","Hawaii","Utah",9.5,2018-11-22
"1657","Wisconsin","Oklahoma",-4.5,2018-11-22
"1658","Oklahoma","Wisconsin",4.5,2018-11-22
"1659","Canisius","Villanova",13.5,2018-11-22
"1660","Villanova","Canisius",-13.5,2018-11-22
"1661","Massachusetts","Southern Illinois",3.5,2018-11-22
"1662","Southern Illinois","Massachusetts",-3.5,2018-11-22
"1663","Miami (FL)","La Salle",-14.5,2018-11-22
"1664","La Salle","Miami (FL)",14.5,2018-11-22
"1665","Pacific","UC Riverside",-13,2018-11-22
"1666","UC Riverside","Pacific",13,2018-11-22
"1667","Virginia","Dayton",-13,2018-11-22
"1668","Dayton","Virginia",13,2018-11-22
"1669","Memphis","Oklahoma State",2.5,2018-11-22
"1670","Oklahoma State","Memphis",-2.5,2018-11-22
"1671","Nevada","Tulsa",-15,2018-11-22
"1672","Tulsa","Nevada",15,2018-11-22
"1673","Fresno State","Northwestern",6,2018-11-22
"1674","Northwestern","Fresno State",-6,2018-11-22
"1675","Elon","Abilene Christian",3,2018-11-22
"1676","Abilene Christian","Elon",-3,2018-11-22
"1677","Stanford","Florida",6.5,2018-11-22
"1678","Florida","Stanford",-6.5,2018-11-22
"1679","LSU","Charleston",-6.5,2018-11-22
"1680","Charleston","LSU",6.5,2018-11-22
"1681","North Carolina","Texas",-7,2018-11-22
"1682","Texas","North Carolina",7,2018-11-22
"1683","Grand Canyon","Seton Hall",4.5,2018-11-22
"1684","Seton Hall","Grand Canyon",-4.5,2018-11-22
"1685","Middle Tennessee","Butler",11.5,2018-11-22
"1686","Butler","Middle Tennessee",-11.5,2018-11-22
"1687","Florida State","UAB",-16,2018-11-22
"1688","UAB","Florida State",16,2018-11-22
"1689","UCLA","Michigan State",6,2018-11-22
"1690","Michigan State","UCLA",-6,2018-11-22
"1691","Utah","Hawaii",-9.5,2018-11-22
"1692","Hawaii","Utah",9.5,2018-11-22
"1693","Wisconsin","Oklahoma",-4.5,2018-11-22
"1694","Oklahoma","Wisconsin",4.5,2018-11-22
"1695","Canisius","Villanova",13.5,2018-11-22
"1696","Villanova","Canisius",-13.5,2018-11-22
"1697","Massachusetts","Southern Illinois",3.5,2018-11-22
"1698","Southern Illinois","Massachusetts",-3.5,2018-11-22
"1699","Miami (FL)","La Salle",-14.5,2018-11-22
"1700","La Salle","Miami (FL)",14.5,2018-11-22
"1701","Pacific","UC Riverside",-13,2018-11-22
"1702","UC Riverside","Pacific",13,2018-11-22
"1703","Virginia","Dayton",-13,2018-11-22
"1704","Dayton","Virginia",13,2018-11-22
"1705","Memphis","Oklahoma State",2.5,2018-11-22
"1706","Oklahoma State","Memphis",-2.5,2018-11-22
"1707","Nevada","Tulsa",-15,2018-11-22
"1708","Tulsa","Nevada",15,2018-11-22
"1709","Fresno State","Northwestern",6,2018-11-22
"1710","Northwestern","Fresno State",-6,2018-11-22
"1711","Elon","Abilene Christian",3,2018-11-22
"1712","Abilene Christian","Elon",-3,2018-11-22
"1713","Stanford","Florida",6.5,2018-11-22
"1714","Florida","Stanford",-6.5,2018-11-22
"1715","LSU","Charleston",-6.5,2018-11-22
"1716","Charleston","LSU",6.5,2018-11-22
"1717","North Carolina","Texas",-7,2018-11-22
"1718","Texas","North Carolina",7,2018-11-22
"1719","Grand Canyon","Seton Hall",4.5,2018-11-22
"1720","Seton Hall","Grand Canyon",-4.5,2018-11-22
"1721","Middle Tennessee","Butler",11.5,2018-11-22
"1722","Butler","Middle Tennessee",-11.5,2018-11-22
"1723","Florida State","UAB",-16,2018-11-22
"1724","UAB","Florida State",16,2018-11-22
"1725","UCLA","Michigan State",6,2018-11-22
"1726","Michigan State","UCLA",-6,2018-11-22
"1727","Utah","Hawaii",-9.5,2018-11-22
"1728","Hawaii","Utah",9.5,2018-11-22
"1729","Wisconsin","Oklahoma",-4.5,2018-11-22
"1730","Oklahoma","Wisconsin",4.5,2018-11-22
"1731","Canisius","Villanova",13.5,2018-11-22
"1732","Villanova","Canisius",-13.5,2018-11-22
"1733","Massachusetts","Southern Illinois",3.5,2018-11-22
"1734","Southern Illinois","Massachusetts",-3.5,2018-11-22
"1735","Miami (FL)","La Salle",-14.5,2018-11-22
"1736","La Salle","Miami (FL)",14.5,2018-11-22
"1737","Pacific","UC Riverside",-13,2018-11-22
"1738","UC Riverside","Pacific",13,2018-11-22
"1739","Virginia","Dayton",-13,2018-11-22
"1740","Dayton","Virginia",13,2018-11-22
"1741","Memphis","Oklahoma State",2.5,2018-11-22
"1742","Oklahoma State","Memphis",-2.5,2018-11-22
"1743","Nevada","Tulsa",-15,2018-11-22
"1744","Tulsa","Nevada",15,2018-11-22
"1745","Fresno State","Northwestern",6,2018-11-22
"1746","Northwestern","Fresno State",-6,2018-11-22
"1747","Elon","Abilene Christian",3,2018-11-22
"1748","Abilene Christian","Elon",-3,2018-11-22
"1749","Stanford","Florida",6.5,2018-11-22
"1750","Florida","Stanford",-6.5,2018-11-22
"1751","LSU","Charleston",-6.5,2018-11-22
"1752","Charleston","LSU",6.5,2018-11-22
"1753","North Carolina","Texas",-7,2018-11-22
"1754","Texas","North Carolina",7,2018-11-22
"1755","Grand Canyon","Seton Hall",4.5,2018-11-22
"1756","Seton Hall","Grand Canyon",-4.5,2018-11-22
"1757","Middle Tennessee","Butler",11.5,2018-11-22
"1758","Butler","Middle Tennessee",-11.5,2018-11-22
"1759","Florida State","UAB",-16,2018-11-22
"1760","UAB","Florida State",16,2018-11-22
"1761","UCLA","Michigan State",6,2018-11-22
"1762","Michigan State","UCLA",-6,2018-11-22
"1763","Utah","Hawaii",-9.5,2018-11-22
"1764","Hawaii","Utah",9.5,2018-11-22
"1765","Wisconsin","Oklahoma",-4.5,2018-11-22
"1766","Oklahoma","Wisconsin",4.5,2018-11-22
"1767","Canisius","Villanova",13.5,2018-11-22
"1768","Villanova","Canisius",-13.5,2018-11-22
"1769","Massachusetts","Southern Illinois",3.5,2018-11-22
"1770","Southern Illinois","Massachusetts",-3.5,2018-11-22
"1771","Miami (FL)","La Salle",-14.5,2018-11-22
"1772","La Salle","Miami (FL)",14.5,2018-11-22
"1773","Pacific","UC Riverside",-13,2018-11-22
"1774","UC Riverside","Pacific",13,2018-11-22
"1775","Virginia","Dayton",-13,2018-11-22
"1776","Dayton","Virginia",13,2018-11-22
"1777","Memphis","Oklahoma State",2.5,2018-11-22
"1778","Oklahoma State","Memphis",-2.5,2018-11-22
"1779","Nevada","Tulsa",-15,2018-11-22
"1780","Tulsa","Nevada",15,2018-11-22
"1781","Fresno State","Northwestern",6,2018-11-22
"1782","Northwestern","Fresno State",-6,2018-11-22
"1783","Elon","Abilene Christian",3,2018-11-22
"1784","Abilene Christian","Elon",-3,2018-11-22
"1785","Stanford","Florida",6.5,2018-11-22
"1786","Florida","Stanford",-6.5,2018-11-22
"1787","LSU","Charleston",-6.5,2018-11-22
"1788","Charleston","LSU",6.5,2018-11-22
"1789","North Carolina","Texas",-7,2018-11-22
"1790","Texas","North Carolina",7,2018-11-22
"1791","Grand Canyon","Seton Hall",4.5,2018-11-22
"1792","Seton Hall","Grand Canyon",-4.5,2018-11-22
"1793","Middle Tennessee","Butler",11.5,2018-11-22
"1794","Butler","Middle Tennessee",-11.5,2018-11-22
"1795","Florida State","UAB",-16,2018-11-22
"1796","UAB","Florida State",16,2018-11-22
"1797","UCLA","Michigan State",6,2018-11-22
"1798","Michigan State","UCLA",-6,2018-11-22
"1799","Utah","Hawaii",-9.5,2018-11-22
"1800","Hawaii","Utah",9.5,2018-11-22
"1801","Wisconsin","Oklahoma",-4.5,2018-11-22
"1802","Oklahoma","Wisconsin",4.5,2018-11-22
"1803","Canisius","Villanova",13.5,2018-11-22
"1804","Villanova","Canisius",-13.5,2018-11-22
"1805","Massachusetts","Southern Illinois",3.5,2018-11-22
"1806","Southern Illinois","Massachusetts",-3.5,2018-11-22
"1807","Miami (FL)","La Salle",-14.5,2018-11-22
"1808","La Salle","Miami (FL)",14.5,2018-11-22
"1809","Pacific","UC Riverside",-13,2018-11-22
"1810","UC Riverside","Pacific",13,2018-11-22
"1811","Virginia","Dayton",-13,2018-11-22
"1812","Dayton","Virginia",13,2018-11-22
"1813","Memphis","Oklahoma State",2.5,2018-11-22
"1814","Oklahoma State","Memphis",-2.5,2018-11-22
"1815","Nevada","Tulsa",-15,2018-11-22
"1816","Tulsa","Nevada",15,2018-11-22
"1817","Fresno State","Northwestern",6,2018-11-22
"1818","Northwestern","Fresno State",-6,2018-11-22
"1819","Elon","Abilene Christian",3,2018-11-22
"1820","Abilene Christian","Elon",-3,2018-11-22
"1821","Stanford","Florida",6.5,2018-11-22
"1822","Florida","Stanford",-6.5,2018-11-22
"1823","LSU","Charleston",-6.5,2018-11-22
"1824","Charleston","LSU",6.5,2018-11-22
"1825","North Carolina","Texas",-7,2018-11-22
"1826","Texas","North Carolina",7,2018-11-22
"1827","Grand Canyon","Seton Hall",4.5,2018-11-22
"1828","Seton Hall","Grand Canyon",-4.5,2018-11-22
"1829","Middle Tennessee","Butler",11.5,2018-11-22
"1830","Butler","Middle Tennessee",-11.5,2018-11-22
"1831","Florida State","UAB",-16,2018-11-22
"1832","UAB","Florida State",16,2018-11-22
"1833","UCLA","Michigan State",6,2018-11-22
"1834","Michigan State","UCLA",-6,2018-11-22
"1835","Utah","Hawaii",-9.5,2018-11-22
"1836","Hawaii","Utah",9.5,2018-11-22
"1837","Buffalo","Milwaukee",-17,2018-11-30
"1838","Milwaukee","Buffalo",17,2018-11-30
"1839","Stephen F. Austin","San Francisco",6.5,2018-11-30
"1840","San Francisco","Stephen F. Austin",-6.5,2018-11-30
"1841","Albany","Dartmouth",-2,2018-11-30
"1842","Dartmouth","Albany",2,2018-11-30
"1843","LIU Brooklyn","Marist",2,2018-11-30
"1844","Marist","LIU Brooklyn",-2,2018-11-30
"1845","Rutgers","Michigan State",8,2018-11-30
"1846","Michigan State","Rutgers",-8,2018-11-30
"1847","Dayton","Mississippi State",4,2018-11-30
"1848","Mississippi State","Dayton",-4,2018-11-30
"1849","South Carolina","Coastal Carolina",-12.5,2018-11-30
"1850","Coastal Carolina","South Carolina",12.5,2018-11-30
"1851","East Carolina","Appalachian State",1.5,2018-11-30
"1852","Appalachian State","East Carolina",-1.5,2018-11-30
"1853","Pittsburgh","Duquesne",-5.5,2018-11-30
"1854","Duquesne","Pittsburgh",5.5,2018-11-30
"1855","Maryland-Eastern Shore","Delaware",10,2018-11-30
"1856","Delaware","Maryland-Eastern Shore",-10,2018-11-30
"1857","Texas","Radford",-13.5,2018-11-30
"1858","Radford","Texas",13.5,2018-11-30
"1859","Northern Kentucky","UMBC",-9,2018-11-30
"1860","UMBC","Northern Kentucky",9,2018-11-30
"1861","American University","Wagner",-6,2018-11-30
"1862","Wagner","American University",6,2018-11-30
"1863","St. Francis (PA)","Niagara",-4,2018-11-30
"1864","Niagara","St. Francis (PA)",4,2018-11-30
"1865","Towson","Vermont",5.5,2018-11-30
"1866","Vermont","Towson",-5.5,2018-11-30
"1867","TCU","Central Michigan",-14,2018-11-30
"1868","Central Michigan","TCU",14,2018-11-30
"1869","Iowa","Wisconsin",-110,2018-11-30
"1870","Wisconsin","Iowa",NA,2018-11-30
"1871","South Florida","Colgate",-120,2018-11-30
"1872","Colgate","South Florida",-120,2018-11-30
"1873","Minnesota","Oklahoma State",-110,2018-11-30
"1874","Oklahoma State","Minnesota",-110,2018-11-30
"1875","Buffalo","Milwaukee",-17,2018-11-30
"1876","Milwaukee","Buffalo",17,2018-11-30
"1877","Stephen F. Austin","San Francisco",6.5,2018-11-30
"1878","San Francisco","Stephen F. Austin",-6.5,2018-11-30
"1879","Albany","Dartmouth",-2,2018-11-30
"1880","Dartmouth","Albany",2,2018-11-30
"1881","LIU Brooklyn","Marist",2,2018-11-30
"1882","Marist","LIU Brooklyn",-2,2018-11-30
"1883","Rutgers","Michigan State",8,2018-11-30
"1884","Michigan State","Rutgers",-8,2018-11-30
"1885","Dayton","Mississippi State",4,2018-11-30
"1886","Mississippi State","Dayton",-4,2018-11-30
"1887","South Carolina","Coastal Carolina",-12.5,2018-11-30
"1888","Coastal Carolina","South Carolina",12.5,2018-11-30
"1889","East Carolina","Appalachian State",1.5,2018-11-30
"1890","Appalachian State","East Carolina",-1.5,2018-11-30
"1891","Pittsburgh","Duquesne",-5.5,2018-11-30
"1892","Duquesne","Pittsburgh",5.5,2018-11-30
"1893","Maryland-Eastern Shore","Delaware",10,2018-11-30
"1894","Delaware","Maryland-Eastern Shore",-10,2018-11-30
"1895","Texas","Radford",-13.5,2018-11-30
"1896","Radford","Texas",13.5,2018-11-30
"1897","Northern Kentucky","UMBC",-9,2018-11-30
"1898","UMBC","Northern Kentucky",9,2018-11-30
"1899","American University","Wagner",-6,2018-11-30
"1900","Wagner","American University",6,2018-11-30
"1901","St. Francis (PA)","Niagara",-4,2018-11-30
"1902","Niagara","St. Francis (PA)",4,2018-11-30
"1903","Towson","Vermont",5.5,2018-11-30
"1904","Vermont","Towson",-5.5,2018-11-30
"1905","TCU","Central Michigan",-14,2018-11-30
"1906","Central Michigan","TCU",14,2018-11-30
"1907","Iowa","Wisconsin",-110,2018-11-30
"1908","Wisconsin","Iowa",NA,2018-11-30
"1909","South Florida","Colgate",-120,2018-11-30
"1910","Colgate","South Florida",-120,2018-11-30
"1911","Minnesota","Oklahoma State",-110,2018-11-30
"1912","Oklahoma State","Minnesota",-110,2018-11-30
"1913","Tennessee","Texas A&M-CC",-28.5,2018-12-02
"1914","Texas A&M-CC","Tennessee",28.5,2018-12-02
"1915","Connecticut","Arizona",1,2018-12-02
"1916","Arizona","Connecticut",-1,2018-12-02
"1917","Florida Gulf Coast","Colgate",-1.5,2018-12-02
"1918","Colgate","Florida Gulf Coast",1.5,2018-12-02
"1919","Columbia","Delaware",-110,2018-12-02
"1920","Delaware","Columbia",NA,2018-12-02
"1921","Valparaiso","UC Riverside",-110,2018-12-02
"1922","UC Riverside","Valparaiso",-110,2018-12-02
"1923","Lafayette","Sacred Heart",-120,2018-12-02
"1924","Sacred Heart","Lafayette",-120,2018-12-02
"1925","Missouri","UCF",-110,2018-12-02
"1926","UCF","Missouri",-110,2018-12-02
"1927","SMU","Oral Roberts",-110,2018-12-02
"1928","Oral Roberts","SMU",-110,2018-12-02
"1929","East Carolina","Maryland-Eastern Shore",-120,2018-12-02
"1930","Maryland-Eastern Shore","East Carolina",-120,2018-12-02
"1931","Nebraska","Illinois",-110,2018-12-02
"1932","Illinois","Nebraska",-110,2018-12-02
"1933","Ohio State","Minnesota",-110,2018-12-02
"1934","Minnesota","Ohio State",-110,2018-12-02
"1935","Washington","UC Santa Barbara",-110,2018-12-02
"1936","UC Santa Barbara","Washington",-110,2018-12-02
"1937","UCLA","Loyola Marymount",-110,2018-12-02
"1938","Loyola Marymount","UCLA",-110,2018-12-02
"1939","Michigan State","Iowa",-10,2018-12-03
"1940","Iowa","Michigan State",10,2018-12-03
"1941","Georgetown","Liberty",-4.5,2018-12-03
"1942","Liberty","Georgetown",4.5,2018-12-03
"1943","Pittsburgh","Niagara",-15,2018-12-03
"1944","Niagara","Pittsburgh",15,2018-12-03
"1945","Georgia","Texas Southern",-12.5,2018-12-03
"1946","Texas Southern","Georgia",12.5,2018-12-03
"1947","George Mason","Vermont",2.5,2018-12-03
"1948","Vermont","George Mason",-2.5,2018-12-03
"1949","Virginia","Morgan State",-35.5,2018-12-03
"1950","Morgan State","Virginia",35.5,2018-12-03
"1951","Coppin State","UMBC",12.5,2018-12-03
"1952","UMBC","Coppin State",-12.5,2018-12-03
"1953","Florida State","Troy",-20.5,2018-12-03
"1954","Troy","Florida State",20.5,2018-12-03
"1955","Wisconsin","Rutgers",-13,2018-12-03
"1956","Rutgers","Wisconsin",13,2018-12-03
"1957","Iowa State","North Dakota State",-20.5,2018-12-03
"1958","North Dakota State","Iowa State",20.5,2018-12-03
"1959","Texas A&M","Northwestern State",-26.5,2018-12-03
"1960","Northwestern State","Texas A&M",26.5,2018-12-03
"1961","DePaul","Florida A&M",-22.5,2018-12-03
"1962","Florida A&M","DePaul",22.5,2018-12-03
"1963","Michigan State","Iowa",-10,2018-12-03
"1964","Iowa","Michigan State",10,2018-12-03
"1965","Georgetown","Liberty",-4.5,2018-12-03
"1966","Liberty","Georgetown",4.5,2018-12-03
"1967","Pittsburgh","Niagara",-15,2018-12-03
"1968","Niagara","Pittsburgh",15,2018-12-03
"1969","Georgia","Texas Southern",-12.5,2018-12-03
"1970","Texas Southern","Georgia",12.5,2018-12-03
"1971","George Mason","Vermont",2.5,2018-12-03
"1972","Vermont","George Mason",-2.5,2018-12-03
"1973","Virginia","Morgan State",-35.5,2018-12-03
"1974","Morgan State","Virginia",35.5,2018-12-03
